PL,NAME,YEAR,TEAM,TIME,SOURCE_FILE,EVENT_DATE
2,Branden Werkele Chadron,FR-1,State 22.79,8,TFRRS _ 2024 Stinger Open - Men's 200 Meters.pdf,"February 17, 2024"
4,Conor McGraw,,Senior Unattached 22.85,5,TFRRS _ 2024 Stinger Open - Men's 200 Meters.pdf,"February 17, 2024"
6,Brendan Flock,FR-1,Black Hills St. 23.11,3,TFRRS _ 2024 Stinger Open - Men's 200 Meters.pdf,"February 17, 2024"
3,Jace Johnson,FR-1,Black Hills St. 22.83,6,TFRRS _ 2024 Stinger Open - Men's 200 Meters.pdf,"February 17, 2024"
5,Eddie Johnson,SO-2,South Dakota Mines 22.89,4,TFRRS _ 2024 Stinger Open - Men's 200 Meters.pdf,"February 17, 2024"
7,Jude Guevara,FR-1,Black Hills St. 23.67,2,TFRRS _ 2024 Stinger Open - Men's 200 Meters.pdf,"February 17, 2024"
8,Ethan Pitlick,JR-3,South Dakota Mines 23.70,1,TFRRS _ 2024 Stinger Open - Men's 200 Meters.pdf,"February 17, 2024"
1,Jacob Stoner,FR-1,Hagerstown CC,24.06,TFRRS _ 7th Larry Sharpe Memorial Indoor Track & Field Invitational - Men's 200 Meters.pdf,"February 17, 2024"
2,Tarik Jones,FR-1,McDaniel,24.68,TFRRS _ 7th Larry Sharpe Memorial Indoor Track & Field Invitational - Men's 200 Meters.pdf,"February 17, 2024"
3,Braylon Johnson,FR-1,McDaniel,24.71,TFRRS _ 7th Larry Sharpe Memorial Indoor Track & Field Invitational - Men's 200 Meters.pdf,"February 17, 2024"
4,Isaiah Marshall,,Unattached,24.75,TFRRS _ 7th Larry Sharpe Memorial Indoor Track & Field Invitational - Men's 200 Meters.pdf,"February 17, 2024"
5,Abenezer Abebe,SO-2,Eastern Mennonite,24.76,TFRRS _ 7th Larry Sharpe Memorial Indoor Track & Field Invitational - Men's 200 Meters.pdf,"February 17, 2024"
6,Kyle Silver,FR-1,McDaniel,25.08,TFRRS _ 7th Larry Sharpe Memorial Indoor Track & Field Invitational - Men's 200 Meters.pdf,"February 17, 2024"
7,Ben Madison,,Unattached,25.11,TFRRS _ 7th Larry Sharpe Memorial Indoor Track & Field Invitational - Men's 200 Meters.pdf,"February 17, 2024"
8,Nathan Scheider,FR-1,Hagerstown CC,25.22,TFRRS _ 7th Larry Sharpe Memorial Indoor Track & Field Invitational - Men's 200 Meters.pdf,"February 17, 2024"
9,Joshua Codrington,FR-1,McDaniel,25.52,TFRRS _ 7th Larry Sharpe Memorial Indoor Track & Field Invitational - Men's 200 Meters.pdf,"February 17, 2024"
10,Chris Wilson,FR-1,McDaniel,25.90,TFRRS _ 7th Larry Sharpe Memorial Indoor Track & Field Invitational - Men's 200 Meters.pdf,"February 17, 2024"
11,DaVaughn Joyner,SO-2,McDaniel,26.36,TFRRS _ 7th Larry Sharpe Memorial Indoor Track & Field Invitational - Men's 200 Meters.pdf,"February 17, 2024"
12,Roman Arensmeyer,FR-1,McDaniel,26.73,TFRRS _ 7th Larry Sharpe Memorial Indoor Track & Field Invitational - Men's 200 Meters.pdf,"February 17, 2024"
9,Joshua Codrington,FR-1,McDaniel,25.52,TFRRS _ 7th Larry Sharpe Memorial Indoor Track & Field Invitational - Men's 200 Meters.pdf,"February 17, 2024"
10,Chris Wilson,FR-1,McDaniel,25.90,TFRRS _ 7th Larry Sharpe Memorial Indoor Track & Field Invitational - Men's 200 Meters.pdf,"February 17, 2024"
11,DaVaughn Joyner,SO-2,McDaniel,26.36,TFRRS _ 7th Larry Sharpe Memorial Indoor Track & Field Invitational - Men's 200 Meters.pdf,"February 17, 2024"
12,Roman Arensmeyer,FR-1,McDaniel,26.73,TFRRS _ 7th Larry Sharpe Memorial Indoor Track & Field Invitational - Men's 200 Meters.pdf,"February 17, 2024"
4,Isaiah Marshall,,Unattached,24.75,TFRRS _ 7th Larry Sharpe Memorial Indoor Track & Field Invitational - Men's 200 Meters.pdf,"February 17, 2024"
8,Nathan Scheider,FR-1,Hagerstown CC,25.22,TFRRS _ 7th Larry Sharpe Memorial Indoor Track & Field Invitational - Men's 200 Meters.pdf,"February 17, 2024"
7,Ben Madison,,Unattached,25.11,TFRRS _ 7th Larry Sharpe Memorial Indoor Track & Field Invitational - Men's 200 Meters.pdf,"February 17, 2024"
2,Tarik Jones,FR-1,McDaniel,24.68,TFRRS _ 7th Larry Sharpe Memorial Indoor Track & Field Invitational - Men's 200 Meters.pdf,"February 17, 2024"
5,Abenezer Abebe,SO-2,Eastern Mennonite,24.76,TFRRS _ 7th Larry Sharpe Memorial Indoor Track & Field Invitational - Men's 200 Meters.pdf,"February 17, 2024"
6,Kyle Silver,FR-1,McDaniel,25.08,TFRRS _ 7th Larry Sharpe Memorial Indoor Track & Field Invitational - Men's 200 Meters.pdf,"February 17, 2024"
1,Jacob Stoner,FR-1,Hagerstown CC,24.06,TFRRS _ 7th Larry Sharpe Memorial Indoor Track & Field Invitational - Men's 200 Meters.pdf,"February 17, 2024"
3,Braylon Johnson,FR-1,McDaniel,24.71,TFRRS _ 7th Larry Sharpe Memorial Indoor Track & Field Invitational - Men's 200 Meters.pdf,"February 17, 2024"
1,Jahari Hines,SR-4,Health Sciences and Pharmacy 23.05,10,TFRRS _ AMC Championships - Men's 200 Meters.pdf,"February 17, 2024"
2,Sheldon Bergheger,FR-1,Columbia (Mo.) 23.31,8,TFRRS _ AMC Championships - Men's 200 Meters.pdf,"February 17, 2024"
3,Camden Woolbright,SR-4,Missouri Baptist 23.42,6,TFRRS _ AMC Championships - Men's 200 Meters.pdf,"February 17, 2024"
4,Brayden Bauman,SR-4,Missouri Baptist 23.56,5,TFRRS _ AMC Championships - Men's 200 Meters.pdf,"February 17, 2024"
5,Bernard Bailey,FR-1,Columbia (Mo.) 23.62,4,TFRRS _ AMC Championships - Men's 200 Meters.pdf,"February 17, 2024"
6,Eric Brazille,SO-2,Haskell Indian 23.69,3,TFRRS _ AMC Championships - Men's 200 Meters.pdf,"February 17, 2024"
7,Jacob Polacek,JR-3,William Woods 23.69,2,TFRRS _ AMC Championships - Men's 200 Meters.pdf,"February 17, 2024"
8,Cameron Elder,FR-1,Columbia (Mo.) 23.75,1,TFRRS _ AMC Championships - Men's 200 Meters.pdf,"February 17, 2024"
3,Camden Woolbright,SR-4,Missouri Baptist 23.42,6,TFRRS _ AMC Championships - Men's 200 Meters.pdf,"February 17, 2024"
8,Cameron Elder,FR-1,Columbia (Mo.) 23.75,1,TFRRS _ AMC Championships - Men's 200 Meters.pdf,"February 17, 2024"
5,Bernard Bailey,FR-1,Columbia (Mo.) 23.62,4,TFRRS _ AMC Championships - Men's 200 Meters.pdf,"February 17, 2024"
7,Jacob Polacek,JR-3,William Woods 23.69,2,TFRRS _ AMC Championships - Men's 200 Meters.pdf,"February 17, 2024"
1,Jahari Hines,SR-4,Health Sciences and Pharmacy 23.05,10,TFRRS _ AMC Championships - Men's 200 Meters.pdf,"February 17, 2024"
2,Sheldon Bergheger,FR-1,Columbia (Mo.) 23.31,8,TFRRS _ AMC Championships - Men's 200 Meters.pdf,"February 17, 2024"
4,Brayden Bauman,SR-4,Missouri Baptist 23.56,5,TFRRS _ AMC Championships - Men's 200 Meters.pdf,"February 17, 2024"
6,Eric Brazille,SO-2,Haskell Indian 23.69,3,TFRRS _ AMC Championships - Men's 200 Meters.pdf,"February 17, 2024"
1,Roosevelt Zeigler,FR-1,Ashland,22.12,TFRRS _ Ashland Last Chance Meet (Collegiate) - Men's 200 Meters.pdf,"February 17, 2024"
2,Keshun Jones,SR-4,Ashland,22.32,TFRRS _ Ashland Last Chance Meet (Collegiate) - Men's 200 Meters.pdf,"February 17, 2024"
3,Lucas Anderson,FR-1,Ashland,22.73,TFRRS _ Ashland Last Chance Meet (Collegiate) - Men's 200 Meters.pdf,"February 17, 2024"
4,Brandon Konieczki,FR-1,PSU-Behrend,23.02,TFRRS _ Ashland Last Chance Meet (Collegiate) - Men's 200 Meters.pdf,"February 17, 2024"
5,Jayden Chester,FR-1,Ashland,23.32,TFRRS _ Ashland Last Chance Meet (Collegiate) - Men's 200 Meters.pdf,"February 17, 2024"
6,Jake Egizio,FR-1,PSU-Behrend,23.68,TFRRS _ Ashland Last Chance Meet (Collegiate) - Men's 200 Meters.pdf,"February 17, 2024"
7,Jake Walden,FR-1,PSU-Behrend,24.06,TFRRS _ Ashland Last Chance Meet (Collegiate) - Men's 200 Meters.pdf,"February 17, 2024"
8,Dominic Marino,FR-1,PSU-Behrend,24.36,TFRRS _ Ashland Last Chance Meet (Collegiate) - Men's 200 Meters.pdf,"February 17, 2024"
9,David Friedrich,FR-1,PSU-Behrend,24.96,TFRRS _ Ashland Last Chance Meet (Collegiate) - Men's 200 Meters.pdf,"February 17, 2024"
10,Brian Meadows,FR-1,PSU-Behrend,25.12,TFRRS _ Ashland Last Chance Meet (Collegiate) - Men's 200 Meters.pdf,"February 17, 2024"
11,Nathan Haines,FR-1,PSU-Behrend,25.80,TFRRS _ Ashland Last Chance Meet (Collegiate) - Men's 200 Meters.pdf,"February 17, 2024"
1,Roosevelt Zeigler,FR-1,Ashland,22.12,TFRRS _ Ashland Last Chance Meet (Collegiate) - Men's 200 Meters.pdf,"February 17, 2024"
2,Keshun Jones,SR-4,Ashland,22.32,TFRRS _ Ashland Last Chance Meet (Collegiate) - Men's 200 Meters.pdf,"February 17, 2024"
3,Lucas Anderson,FR-1,Ashland,22.73,TFRRS _ Ashland Last Chance Meet (Collegiate) - Men's 200 Meters.pdf,"February 17, 2024"
4,Brandon Konieczki,FR-1,PSU-Behrend,23.02,TFRRS _ Ashland Last Chance Meet (Collegiate) - Men's 200 Meters.pdf,"February 17, 2024"
6,Jake Egizio,FR-1,PSU-Behrend,23.68,TFRRS _ Ashland Last Chance Meet (Collegiate) - Men's 200 Meters.pdf,"February 17, 2024"
5,Jayden Chester,FR-1,Ashland,23.32,TFRRS _ Ashland Last Chance Meet (Collegiate) - Men's 200 Meters.pdf,"February 17, 2024"
7,Jake Walden,FR-1,PSU-Behrend,24.06,TFRRS _ Ashland Last Chance Meet (Collegiate) - Men's 200 Meters.pdf,"February 17, 2024"
8,Dominic Marino,FR-1,PSU-Behrend,24.36,TFRRS _ Ashland Last Chance Meet (Collegiate) - Men's 200 Meters.pdf,"February 17, 2024"
9,David Friedrich,FR-1,PSU-Behrend,24.96,TFRRS _ Ashland Last Chance Meet (Collegiate) - Men's 200 Meters.pdf,"February 17, 2024"
10,Brian Meadows,FR-1,PSU-Behrend,25.12,TFRRS _ Ashland Last Chance Meet (Collegiate) - Men's 200 Meters.pdf,"February 17, 2024"
11,Nathan Haines,FR-1,PSU-Behrend,25.80,TFRRS _ Ashland Last Chance Meet (Collegiate) - Men's 200 Meters.pdf,"February 17, 2024"
1,Chiek Souare,FR-1,Capital,23.07,TFRRS _ Capital OAC Tune Up - Men's 200 Meters.pdf,"February 17, 2024"
2,Ben Char,SO-2,Capital,23.12,TFRRS _ Capital OAC Tune Up - Men's 200 Meters.pdf,"February 17, 2024"
3,Daniel Hiser,SR-4,Capital,23.33,TFRRS _ Capital OAC Tune Up - Men's 200 Meters.pdf,"February 17, 2024"
4,Caliyph McClinton,FR-1,Bethany (W.V.),23.57,TFRRS _ Capital OAC Tune Up - Men's 200 Meters.pdf,"February 17, 2024"
5,Micah Glus Ohio,,State Running Club,23.75,TFRRS _ Capital OAC Tune Up - Men's 200 Meters.pdf,"February 17, 2024"
6,Ethan Smith Ohio,,State Running Club,23.92,TFRRS _ Capital OAC Tune Up - Men's 200 Meters.pdf,"February 17, 2024"
7,J On,FR-1,Jackson Bethany (W.V.),24.19,TFRRS _ Capital OAC Tune Up - Men's 200 Meters.pdf,"February 17, 2024"
8,Stevan Stewart,FR-1,Capital,24.27,TFRRS _ Capital OAC Tune Up - Men's 200 Meters.pdf,"February 17, 2024"
9,Myles Trama,FR-1,Capital,24.30,TFRRS _ Capital OAC Tune Up - Men's 200 Meters.pdf,"February 17, 2024"
10,Justin Mathew,FR-1,Capital,24.33,TFRRS _ Capital OAC Tune Up - Men's 200 Meters.pdf,"February 17, 2024"
11,Timothy Tanner,,Unattached,24.94,TFRRS _ Capital OAC Tune Up - Men's 200 Meters.pdf,"February 17, 2024"
12,Nayati Smith Ohio,,State Running Club,25.07,TFRRS _ Capital OAC Tune Up - Men's 200 Meters.pdf,"February 17, 2024"
13,Luke Compton,,Junior Unattached,25.36,TFRRS _ Capital OAC Tune Up - Men's 200 Meters.pdf,"February 17, 2024"
14,Race Schwartz Ohio,,State Running Club,25.40,TFRRS _ Capital OAC Tune Up - Men's 200 Meters.pdf,"February 17, 2024"
15,Caleb Tork,,Freshman Unattached,25.53,TFRRS _ Capital OAC Tune Up - Men's 200 Meters.pdf,"February 17, 2024"
16,Thomas Elton Ohio,,State Running Club,26.48,TFRRS _ Capital OAC Tune Up - Men's 200 Meters.pdf,"February 17, 2024"
17,Andrew Schroth Senior,,University of Dayton Run Club,26.91,TFRRS _ Capital OAC Tune Up - Men's 200 Meters.pdf,"February 17, 2024"
18,Abel Karthik Ohio,,State Running Club,28.26,TFRRS _ Capital OAC Tune Up - Men's 200 Meters.pdf,"February 17, 2024"
12,Nayati Smith Ohio,,State Running Club,25.07,TFRRS _ Capital OAC Tune Up - Men's 200 Meters.pdf,"February 17, 2024"
17,Andrew Schroth Senior,,University of Dayton Run Club,26.91,TFRRS _ Capital OAC Tune Up - Men's 200 Meters.pdf,"February 17, 2024"
13,Luke Compton,,Junior Unattached,25.36,TFRRS _ Capital OAC Tune Up - Men's 200 Meters.pdf,"February 17, 2024"
18,Abel Karthik Ohio,,State Running Club,28.26,TFRRS _ Capital OAC Tune Up - Men's 200 Meters.pdf,"February 17, 2024"
9,Myles Trama,FR-1,Capital,24.30,TFRRS _ Capital OAC Tune Up - Men's 200 Meters.pdf,"February 17, 2024"
14,Race Schwartz Ohio,,State Running Club,25.40,TFRRS _ Capital OAC Tune Up - Men's 200 Meters.pdf,"February 17, 2024"
16,Thomas Elton Ohio,,State Running Club,26.48,TFRRS _ Capital OAC Tune Up - Men's 200 Meters.pdf,"February 17, 2024"
7,J On,FR-1,Jackson Bethany (W.V.),24.19,TFRRS _ Capital OAC Tune Up - Men's 200 Meters.pdf,"February 17, 2024"
8,Stevan Stewart,FR-1,Capital,24.27,TFRRS _ Capital OAC Tune Up - Men's 200 Meters.pdf,"February 17, 2024"
10,Justin Mathew,FR-1,Capital,24.33,TFRRS _ Capital OAC Tune Up - Men's 200 Meters.pdf,"February 17, 2024"
15,Caleb Tork,,Freshman Unattached,25.53,TFRRS _ Capital OAC Tune Up - Men's 200 Meters.pdf,"February 17, 2024"
1,Chiek Souare,FR-1,Capital,23.07,TFRRS _ Capital OAC Tune Up - Men's 200 Meters.pdf,"February 17, 2024"
5,Micah Glus Ohio,,State Running Club,23.75,TFRRS _ Capital OAC Tune Up - Men's 200 Meters.pdf,"February 17, 2024"
6,Ethan Smith Ohio,,State Running Club,23.92,TFRRS _ Capital OAC Tune Up - Men's 200 Meters.pdf,"February 17, 2024"
2,Ben Char,SO-2,Capital,23.12,TFRRS _ Capital OAC Tune Up - Men's 200 Meters.pdf,"February 17, 2024"
3,Daniel Hiser,SR-4,Capital,23.33,TFRRS _ Capital OAC Tune Up - Men's 200 Meters.pdf,"February 17, 2024"
4,Caliyph McClinton,FR-1,Bethany (W.V.),23.57,TFRRS _ Capital OAC Tune Up - Men's 200 Meters.pdf,"February 17, 2024"
11,Timothy Tanner,,Unattached,24.94,TFRRS _ Capital OAC Tune Up - Men's 200 Meters.pdf,"February 17, 2024"
1,Jacob Land,JR-3,Concordia (Tex.),22.00,TFRRS _ CenTex Invite - Men's 200 Meters.pdf,"February 17, 2024"
2,Jamal Maxey,JR-3,Southwestern (Tex.),22.30,TFRRS _ CenTex Invite - Men's 200 Meters.pdf,"February 17, 2024"
3,Chance Miller,JR-3,Concordia (Tex.),22.90,TFRRS _ CenTex Invite - Men's 200 Meters.pdf,"February 17, 2024"
4,Jalen Joseph,FR-1,Southwestern (Tex.),23.60,TFRRS _ CenTex Invite - Men's 200 Meters.pdf,"February 17, 2024"
5,Micah Justice,SR-4,Southwestern (Tex.),24.56,TFRRS _ CenTex Invite - Men's 200 Meters.pdf,"February 17, 2024"
6,Yadon Tramel,JR-3,Southwestern (Tex.),24.81,TFRRS _ CenTex Invite - Men's 200 Meters.pdf,"February 17, 2024"
7,Andres Ramirez,SO-2,Schreiner,24.90,TFRRS _ CenTex Invite - Men's 200 Meters.pdf,"February 17, 2024"
8,Alies Krepelka,FR-1,Schreiner,25.28,TFRRS _ CenTex Invite - Men's 200 Meters.pdf,"February 17, 2024"
9,Gabe Cordova,FR-1,Southwestern (Tex.),25.79,TFRRS _ CenTex Invite - Men's 200 Meters.pdf,"February 17, 2024"
1,Jacob Land,JR-3,Concordia (Tex.),22.00,TFRRS _ CenTex Invite - Men's 200 Meters.pdf,"February 17, 2024"
2,Jamal Maxey,JR-3,Southwestern (Tex.),22.30,TFRRS _ CenTex Invite - Men's 200 Meters.pdf,"February 17, 2024"
3,Chance Miller,JR-3,Concordia (Tex.),22.90,TFRRS _ CenTex Invite - Men's 200 Meters.pdf,"February 17, 2024"
7,Andres Ramirez,SO-2,Schreiner,24.90,TFRRS _ CenTex Invite - Men's 200 Meters.pdf,"February 17, 2024"
4,Jalen Joseph,FR-1,Southwestern (Tex.),23.60,TFRRS _ CenTex Invite - Men's 200 Meters.pdf,"February 17, 2024"
5,Micah Justice,SR-4,Southwestern (Tex.),24.56,TFRRS _ CenTex Invite - Men's 200 Meters.pdf,"February 17, 2024"
6,Yadon Tramel,JR-3,Southwestern (Tex.),24.81,TFRRS _ CenTex Invite - Men's 200 Meters.pdf,"February 17, 2024"
8,Alies Krepelka,FR-1,Schreiner,25.28,TFRRS _ CenTex Invite - Men's 200 Meters.pdf,"February 17, 2024"
9,Gabe Cordova,FR-1,Southwestern (Tex.),25.79,TFRRS _ CenTex Invite - Men's 200 Meters.pdf,"February 17, 2024"
1,Reuven Frye,SO-2,Bates,23.25,TFRRS _ Colby Invitational - Men's 200 Meters.pdf,"February 17, 2024"
2,Ryan Harding,FR-1,Bates,23.26,TFRRS _ Colby Invitational - Men's 200 Meters.pdf,"February 17, 2024"
3,Nolan Garey,Fr,I 01-Unattached,23.40,TFRRS _ Colby Invitational - Men's 200 Meters.pdf,"February 17, 2024"
4,Sebenele Lukhele,SO-2,Bates,23.45,TFRRS _ Colby Invitational - Men's 200 Meters.pdf,"February 17, 2024"
5,Jackson Rose,FR-1,Bates,23.76,TFRRS _ Colby Invitational - Men's 200 Meters.pdf,"February 17, 2024"
6,Jack Andrews,JR-3,Bowdoin,23.76,TFRRS _ Colby Invitational - Men's 200 Meters.pdf,"February 17, 2024"
7,Connor McFarland,Fr,UMaine Farmington,23.79,TFRRS _ Colby Invitational - Men's 200 Meters.pdf,"February 17, 2024"
8,Adam Allen,Fr,Husson,24.07,TFRRS _ Colby Invitational - Men's 200 Meters.pdf,"February 17, 2024"
9,Christian Zapata,Jr,Husson,24.16,TFRRS _ Colby Invitational - Men's 200 Meters.pdf,"February 17, 2024"
10,Dave Louis Thomas,FR-1,College,25.39,TFRRS _ Colby Invitational - Men's 200 Meters.pdf,"February 17, 2024"
11,Bryant Ung,SR-4,Bowdoin,25.42,TFRRS _ Colby Invitational - Men's 200 Meters.pdf,"February 17, 2024"
12,Zachary White Thomas,FR-1,College,25.45,TFRRS _ Colby Invitational - Men's 200 Meters.pdf,"February 17, 2024"
13,Josiah Hays Thomas,FR-1,College,25.46,TFRRS _ Colby Invitational - Men's 200 Meters.pdf,"February 17, 2024"
14,Aidan Mills Thomas,FR-1,College,25.51,TFRRS _ Colby Invitational - Men's 200 Meters.pdf,"February 17, 2024"
15,Brian Vale,Fr,Husson,25.52,TFRRS _ Colby Invitational - Men's 200 Meters.pdf,"February 17, 2024"
16,Josiah Webber,,Unattached,25.66,TFRRS _ Colby Invitational - Men's 200 Meters.pdf,"February 17, 2024"
17,Jorden Cote Thomas,FR-1,College,25.78,TFRRS _ Colby Invitational - Men's 200 Meters.pdf,"February 17, 2024"
18,Zack Marchese,JR-3,Bowdoin,25.97,TFRRS _ Colby Invitational - Men's 200 Meters.pdf,"February 17, 2024"
19,Henry Phillips Thomas,FR-1,College,26.11,TFRRS _ Colby Invitational - Men's 200 Meters.pdf,"February 17, 2024"
20,Pedro Anselmo Thomas,FR-1,College,26.14,TFRRS _ Colby Invitational - Men's 200 Meters.pdf,"February 17, 2024"
21,Mitch Rounds Thomas,SO-2,College,26.27,TFRRS _ Colby Invitational - Men's 200 Meters.pdf,"February 17, 2024"
22,Samuel Apoya,,Unattached,26.50,TFRRS _ Colby Invitational - Men's 200 Meters.pdf,"February 17, 2024"
23,Ethan Estrada,JR-3,Bowdoin,26.73,TFRRS _ Colby Invitational - Men's 200 Meters.pdf,"February 17, 2024"
24,Cayo Novaes Thomas,FR-1,College,27.20,TFRRS _ Colby Invitational - Men's 200 Meters.pdf,"February 17, 2024"
25,Jaden Grazulis,So,Husson,27.25,TFRRS _ Colby Invitational - Men's 200 Meters.pdf,"February 17, 2024"
26,Jacob Harris Thomas,JR-3,College,27.33,TFRRS _ Colby Invitational - Men's 200 Meters.pdf,"February 17, 2024"
27,Isaac Mullins Thomas,SR-4,College,27.96,TFRRS _ Colby Invitational - Men's 200 Meters.pdf,"February 17, 2024"
1,Reuven Frye,SO-2,Bates,23.25,TFRRS _ Colby Invitational - Men's 200 Meters.pdf,"February 17, 2024"
2,Ryan Harding,FR-1,Bates,23.26,TFRRS _ Colby Invitational - Men's 200 Meters.pdf,"February 17, 2024"
3,Nolan Garey,Fr,I 01-Unattached,23.40,TFRRS _ Colby Invitational - Men's 200 Meters.pdf,"February 17, 2024"
5,Jackson Rose,FR-1,Bates,23.76,TFRRS _ Colby Invitational - Men's 200 Meters.pdf,"February 17, 2024"
4,Sebenele Lukhele,SO-2,Bates,23.45,TFRRS _ Colby Invitational - Men's 200 Meters.pdf,"February 17, 2024"
7,Connor McFarland,Fr,UMaine Farmington,23.79,TFRRS _ Colby Invitational - Men's 200 Meters.pdf,"February 17, 2024"
9,Christian Zapata,Jr,Husson,24.16,TFRRS _ Colby Invitational - Men's 200 Meters.pdf,"February 17, 2024"
6,Jack Andrews,JR-3,Bowdoin,23.76,TFRRS _ Colby Invitational - Men's 200 Meters.pdf,"February 17, 2024"
13,Josiah Hays Thomas,FR-1,College,25.46,TFRRS _ Colby Invitational - Men's 200 Meters.pdf,"February 17, 2024"
8,Adam Allen,Fr,Husson,24.07,TFRRS _ Colby Invitational - Men's 200 Meters.pdf,"February 17, 2024"
10,Dave Louis Thomas,FR-1,College,25.39,TFRRS _ Colby Invitational - Men's 200 Meters.pdf,"February 17, 2024"
11,Bryant Ung,SR-4,Bowdoin,25.42,TFRRS _ Colby Invitational - Men's 200 Meters.pdf,"February 17, 2024"
12,Zachary White Thomas,FR-1,College,25.45,TFRRS _ Colby Invitational - Men's 200 Meters.pdf,"February 17, 2024"
14,Aidan Mills Thomas,FR-1,College,25.51,TFRRS _ Colby Invitational - Men's 200 Meters.pdf,"February 17, 2024"
15,Brian Vale,Fr,Husson,25.52,TFRRS _ Colby Invitational - Men's 200 Meters.pdf,"February 17, 2024"
18,Zack Marchese,JR-3,Bowdoin,25.97,TFRRS _ Colby Invitational - Men's 200 Meters.pdf,"February 17, 2024"
21,Mitch Rounds Thomas,SO-2,College,26.27,TFRRS _ Colby Invitational - Men's 200 Meters.pdf,"February 17, 2024"
16,Josiah Webber,,Unattached,25.66,TFRRS _ Colby Invitational - Men's 200 Meters.pdf,"February 17, 2024"
17,Jorden Cote Thomas,FR-1,College,25.78,TFRRS _ Colby Invitational - Men's 200 Meters.pdf,"February 17, 2024"
20,Pedro Anselmo Thomas,FR-1,College,26.14,TFRRS _ Colby Invitational - Men's 200 Meters.pdf,"February 17, 2024"
27,Isaac Mullins Thomas,SR-4,College,27.96,TFRRS _ Colby Invitational - Men's 200 Meters.pdf,"February 17, 2024"
19,Henry Phillips Thomas,FR-1,College,26.11,TFRRS _ Colby Invitational - Men's 200 Meters.pdf,"February 17, 2024"
24,Cayo Novaes Thomas,FR-1,College,27.20,TFRRS _ Colby Invitational - Men's 200 Meters.pdf,"February 17, 2024"
25,Jaden Grazulis,So,Husson,27.25,TFRRS _ Colby Invitational - Men's 200 Meters.pdf,"February 17, 2024"
26,Jacob Harris Thomas,JR-3,College,27.33,TFRRS _ Colby Invitational - Men's 200 Meters.pdf,"February 17, 2024"
22,Samuel Apoya,,Unattached,26.50,TFRRS _ Colby Invitational - Men's 200 Meters.pdf,"February 17, 2024"
23,Ethan Estrada,JR-3,Bowdoin,26.73,TFRRS _ Colby Invitational - Men's 200 Meters.pdf,"February 17, 2024"
1,Tanner Warren,FR-1,Utica 22.86,9,TFRRS _ Colgate Class of '32 Invitational - Men's 200 Meters.pdf,"February 17, 2024"
2,Kwadjo Mensah,FR-1,Colgate 23.70,7,TFRRS _ Colgate Class of '32 Invitational - Men's 200 Meters.pdf,"February 17, 2024"
3,Jonathan Simmons,JR-3,Utica 23.74,6,TFRRS _ Colgate Class of '32 Invitational - Men's 200 Meters.pdf,"February 17, 2024"
4,Aaron McConnell,FR-1,Onondaga CC 23.92,5,TFRRS _ Colgate Class of '32 Invitational - Men's 200 Meters.pdf,"February 17, 2024"
5,Aidan Birmingham,FR-1,Onondaga CC 24.35,4,TFRRS _ Colgate Class of '32 Invitational - Men's 200 Meters.pdf,"February 17, 2024"
6,Tavian Frey,FR-1,Mohawk Valley CC 24.62,3,TFRRS _ Colgate Class of '32 Invitational - Men's 200 Meters.pdf,"February 17, 2024"
7,Jedidiah Guenthner,FR-1,Colgate 24.72,2,TFRRS _ Colgate Class of '32 Invitational - Men's 200 Meters.pdf,"February 17, 2024"
18,Connor Dawes,FR-1,Mohawk Valley CC 26.48,1,TFRRS _ Colgate Class of '32 Invitational - Men's 200 Meters.pdf,"February 17, 2024"
7,Jedidiah Guenthner,FR-1,Colgate 24.72,2,TFRRS _ Colgate Class of '32 Invitational - Men's 200 Meters.pdf,"February 17, 2024"
18,Connor Dawes,FR-1,Mohawk Valley CC 26.48,1,TFRRS _ Colgate Class of '32 Invitational - Men's 200 Meters.pdf,"February 17, 2024"
2,Kwadjo Mensah,FR-1,Colgate 23.70,7,TFRRS _ Colgate Class of '32 Invitational - Men's 200 Meters.pdf,"February 17, 2024"
6,Tavian Frey,FR-1,Mohawk Valley CC 24.62,3,TFRRS _ Colgate Class of '32 Invitational - Men's 200 Meters.pdf,"February 17, 2024"
1,Tanner Warren,FR-1,Utica 22.86,9,TFRRS _ Colgate Class of '32 Invitational - Men's 200 Meters.pdf,"February 17, 2024"
3,Jonathan Simmons,JR-3,Utica 23.74,6,TFRRS _ Colgate Class of '32 Invitational - Men's 200 Meters.pdf,"February 17, 2024"
